head	rel	tail
6667	3	16893
17588	120	2111
18863	119	23012
10703	28	24614
8165	67	13667
17561	25	26764
2864	53	13667
26424	115	22468
1015	33	24275
19552	80	15864
26240	25	9417
15060	4	18767
23360	27	22168
4787	16	11124
26412	62	8198
12040	71	2111
1906	62	8198
1630	118	3464
4004	7	4842
12131	115	22468
26710	94	9757
22165	77	1943
24742	23	5855
26372	119	15302
14332	16	11124
16525	53	11993
356	53	18963
9103	71	2111
20402	62	13418
21663	124	25328
16160	70	5930
21726	103	3709
22094	62	2393
7954	58	21147
8179	3	16893
8406	3	23029
14794	16	11124
10790	5	19835
8070	102	5855
10961	27	15830
10201	31	27668
15460	78	3464
12266	70	3603
2287	53	11993
17890	118	3464
23307	36	13844
26785	23	26827
22156	5	6548
3578	124	2393
24624	121	7091
27560	25	23150
14513	90	786
11826	51	20747
21246	83	19811
27626	61	16535
747	33	24275
10068	16	11124
9458	16	11124
8838	23	13996
22797	47	14416
7705	5	9521
7198	36	19811
18661	49	3817
7222	94	25731
26070	58	21268
8744	120	2111
6117	117	5163
22022	118	18166
6568	88	8452
22825	16	11124
10898	124	2393
12745	36	1999
14771	70	7367
15202	33	24275
11076	119	23012
18556	16	7292
8261	63	22056
26110	121	24232
17951	69	1700
6333	39	12827
354	124	2393
6590	93	24502
13856	124	2393
22852	33	24275
14666	62	2393
20607	33	24275
13641	5	6548
6543	61	27775
16274	36	12456
13457	20	10732
26932	95	21366
16825	16	11124
23755	85	16893
8160	118	8438
8038	124	22718
13896	93	24502
2387	120	2111
7253	33	24275
9347	93	25016
3057	33	24275
7906	93	21023
11580	5	6548
12589	115	22468
4068	124	22718
11879	118	3464
17620	13	13358
21282	61	6195
15562	115	22468
19155	110	17270
2664	3	3396
12822	58	2111
15757	91	2015
6650	31	1554
2505	16	11124
19978	124	2393
9897	102	7098
15726	120	2111
12261	25	5197
11701	39	27067
9105	53	21366
11035	62	9601
5512	115	22468
22899	16	11124
4271	93	24502
6409	118	12456
9782	115	22468
12008	48	13620
10787	118	3464
16015	33	24275
3246	128	9047
4191	3	23029
15523	31	10721
400	115	22468
8	93	21023
24951	33	24275
22833	45	2007
5997	108	3986
17294	61	27775
16735	70	7367
511	120	4589
19612	28	10771
765	109	26871
2761	49	16893
2428	62	15672
3889	93	21023
21297	94	19847
19551	115	22468
27308	95	11195
7199	108	17247
18896	78	19882
23275	129	25786
14025	7	24375
22677	110	13620
5265	5	6548
18269	70	11651
8977	27	8548
7009	23	5855
9224	16	11124
10100	5	6548
26767	95	14115
13677	15	720
21129	115	22468
15901	45	21556
14844	3	3817
6938	99	10657
3100	118	3464
27863	28	22333
7821	33	24275
5486	120	2111
9064	124	8198
11463	93	21023
12726	70	5930
25655	120	2111
22236	124	5518
4369	33	24275
26241	118	2515
14007	85	16893
22564	3	11224
24363	118	8131
25453	119	23012
24652	20	7771
17545	85	15249
26481	3	23029
6250	25	23150
12994	2	23982
24851	23	2111
5155	93	24502
19617	62	8198
4453	120	2111
23462	3	13735
9824	103	3709
26493	36	19811
10663	84	794
13127	119	23012
22465	95	8584
15101	93	24502
7317	109	26871
15485	33	24275
17925	120	2111
21480	6	14953
4958	35	17996
11162	7	4842
24233	61	5307
26359	58	21268
10305	84	21100
15185	120	20931
14668	70	7367
27602	85	13735
12700	71	2111
25868	93	3788
13849	70	21130
16095	3	15249
23332	33	24275
21624	16	11124
21047	36	5150
19213	114	16923
1098	36	3464
15993	103	3709
23815	111	1700
3047	115	22468
16241	51	20747
21855	108	17247
17002	16	11124
20038	115	22468
18714	36	12456
3523	30	15716
196	37	12827
24293	66	26347
27174	5	6548
16990	53	11993
16064	33	24275
19351	7	8152
15225	95	7678
26588	62	25328
19297	48	4184
13771	131	3368
21230	23	26827
1039	124	15672
5574	33	17785
11186	33	24275
27835	106	24185
665	70	11506
11602	126	23029
8894	39	23370
7307	62	22663
18030	115	22468
3623	120	2111
18440	62	11531
16669	115	22468
24363	78	15350
19765	16	11124
9623	119	22524
739	102	2111
26955	48	19514
10707	33	24275
871	83	5163
14670	93	26716
17369	70	27775
22695	88	8452
18926	16	19747
17181	124	13868
17480	33	24275
9619	16	4912
26770	124	2393
13109	120	2111
21571	4	8755
3914	39	845
22401	93	26886
10437	106	24185
12067	107	26390
16054	103	3709
10473	33	24275
10122	53	8002
2432	115	22468
25123	5	9521
12545	124	2393
20170	3	16893
24690	115	22468
26321	62	16025
448	72	13307
5523	62	11531
14919	25	11135
6280	93	25016
22970	28	15440
20989	129	397
6817	62	25328
4148	129	26410
17894	45	488
2980	16	11124
13566	25	1367
7578	3	20161
517	62	20169
22193	115	22468
2190	3	15249
3057	16	11124
2398	120	9613
10233	118	27775
26131	0	21539
11765	3	7567
21124	118	3464
26014	25	6180
26200	93	21023
4158	70	7367
26522	62	15672
14581	120	2111
4976	27	2327
9295	33	24275
25930	120	2111
18943	124	2393
21521	5	6548
7511	93	24502
6859	5	20004
14706	102	26827
6909	124	23787
25502	54	10998
3933	129	93
11323	25	23256
1824	25	26094
12936	85	11214
7894	58	21268
15651	93	24502
16861	102	12964
12414	33	24275
20347	109	26871
6663	27	12925
19025	27	12925
15594	40	20552
17502	5	9521
1406	115	22468
12108	3	11214
560	124	8198
23337	16	11124
12378	16	4912
20398	5	6548
16269	35	17996
8015	120	2111
2935	109	26871
2462	89	11546
7335	93	24502
27170	129	12327
13780	70	27775
18905	3	16893
3132	124	10229
4248	33	24275
24808	115	22468
6628	16	9521
7030	61	27775
7339	16	6039
3627	119	23012
13238	36	17880
4084	39	23370
10608	71	2111
23435	127	16216
753	111	18656
18948	16	11124
10257	115	22468
13699	49	15249
27574	131	1186
13704	51	12437
11284	33	24275
13554	77	22126
22212	83	19811
14360	48	4184
6599	13	3791
25447	25	20428
25424	16	11124
25344	110	13620
27746	120	12461
10310	53	21366
21376	61	27775
11756	7	24375
13781	36	17880
18727	124	2393
8525	62	11407
24069	7	4842
5674	28	2460
23521	90	13667
21961	53	10834
23956	83	5163
23554	33	24275
13271	115	26186
4567	53	24370
5205	115	22468
7469	16	11124
24435	102	26827
16769	5	19835
992	36	7213
4465	5	6548
27475	48	1730
22151	61	16823
2249	70	21876
24273	110	13620
24057	118	3464
10648	119	23012
9968	5	6548
20586	33	24275
20909	3	23029
1131	61	16823
25330	33	24275
22324	5	20004
25939	28	15022
15770	23	26827
25819	97	11993
1173	27	12925
7748	95	8584
6178	81	25350
8974	5	6548
17467	16	11124
20187	119	7769
8615	115	22468
10082	115	22468
15724	71	7589
1754	16	11124
12156	85	16893
6041	33	24275
21529	25	5090
2925	85	15249
13122	115	22468
23272	16	11124
20055	124	2393
26153	103	3709
14346	16	11124
8012	95	11195
10782	70	16823
14145	62	18090
22954	70	9416
159	119	23012
15460	5	9521
13508	7	24375
19859	118	3464
2385	107	26390
10427	5	6548
387	27	5199
19871	115	22468
8984	119	15302
15013	117	5163
26638	13	13358
6404	95	11195
5169	15	16447
22321	108	3986
14516	95	2846
18536	70	13249
3602	36	12456
25470	61	11541
20276	25	20969
995	70	7367
17855	129	12456
21645	70	21130
14042	124	25328
22840	124	5183
22275	35	17996
27254	23	7098
14636	62	27519
22366	57	17980
27223	36	19811
4117	58	2848
6060	5	20004
26710	70	23329
5846	115	22468
4971	28	22312
20157	111	10209
25608	124	10229
26201	53	9381
2107	49	15249
22992	58	2111
3133	70	7367
17371	27	19990
19618	4	18767
2525	25	49
15331	124	2393
4806	107	26390
10119	55	9846
21662	7	24375
20682	124	8198
19993	16	11124
22007	48	4184
19383	23	26827
21906	7	4842
11524	16	11124
19817	103	3709
3197	3	23029
21441	16	11124
11374	115	22468
18599	5	9521
14436	120	2811
8501	83	5163
3207	118	3464
2120	101	18882
3117	33	24275
3361	53	11745
5354	3	7567
8032	33	24275
21255	5	19835
9857	85	11214
15595	25	16134
10153	16	11124
27856	53	8002
13378	62	15672
17866	115	22468
19135	65	22895
24432	115	22468
12789	90	9878
4168	103	3709
4831	119	4961
17093	94	12900
25941	83	7572
21070	5	6548
9973	70	27775
19907	53	25339
959	62	2393
4225	118	12327
1521	16	11124
6441	86	8831
20739	3	20161
2249	36	12456
14164	45	3752
8868	25	26094
17173	106	24185
21219	112	24992
22241	53	2412
14522	85	16893
11706	85	11214
21815	33	24275
27029	25	5836
23159	120	2111
23988	106	22468
21164	102	5855
26061	39	24208
14710	25	5090
21234	62	5518
6246	120	2111
7659	107	19811
7719	109	6153
9362	2	23982
2439	13	9011
4408	129	26827
6721	33	24275
25975	28	19730
9425	109	18285
27886	57	2895
19279	61	27775
11009	93	26886
13526	77	22126
20590	33	17785
1482	33	17785
19832	48	17880
17216	37	23370
204	120	2111
8686	25	101
11592	116	23845
20423	61	27775
24317	134	22874
17555	23	2111
324	5	11124
17345	62	2393
24484	115	22468
27551	25	101
2729	3	11214
20202	107	26390
3570	4	18767
2919	33	24275
17146	45	1546
6258	3	16893
25854	70	1227
2366	118	3464
20491	103	3709
22088	7	588
4883	25	101
20226	120	17868
15838	6	14953
15349	39	12827
20241	66	3521
20386	16	11124
1522	16	11124
8594	62	23787
17870	48	22843
21996	85	11214
2715	118	23748
8515	129	6552
15102	120	2111
11255	53	21366
7664	119	26906
11258	95	13667
27739	117	5163
8730	95	25913
765	5	20004
22286	16	11124
27774	93	21023
2794	109	27082
9477	70	14953
4720	124	2393
4091	1	27654
5745	76	22468
19812	33	24275
25764	115	22468
16473	62	2393
11717	110	25454
2960	115	22468
19992	33	17785
9305	129	3305
18856	72	7653
16719	33	24275
7003	16	11124
658	83	19811
12251	85	16893
7705	119	15
12278	61	27775
18522	118	14949
17712	124	9601
15905	115	22468
16072	103	3709
17254	124	2393
23774	58	2111
18003	108	17247
20518	53	11195
26697	110	25454
9936	53	4622
15439	65	18656
22351	5	20004
23381	82	6263
26948	36	5171
24133	116	24185
21400	124	19303
21794	70	27775
12404	28	19627
14620	85	15249
11389	3	1233
22970	28	3480
9837	54	7256
25005	53	11993
27054	110	13620
22572	16	11124
7325	25	27044
4966	71	2111
9681	33	24275
10869	120	2111
4130	23	26827
24420	16	11124
4170	5	9521
24628	20	10732
2656	39	22452
11657	39	24208
713	5	6548
993	114	7256
23667	53	11993
20156	53	21366
1885	33	24275
15762	82	13358
813	25	24892
886	30	21366
18571	5	20004
24978	2	6406
25253	16	18648
16315	61	2641
23078	65	18656
12239	109	26871
7762	16	11124
1849	124	16025
9519	124	16025
894	88	8452
2864	70	11862
7957	67	13667
12464	117	5163
571	83	7572
13228	27	12925
16724	36	16359
27895	16	11124
14215	23	5855
10610	33	24275
16317	53	7678
5642	93	3788
15940	124	776
27847	95	7678
14147	124	15672
26068	5	20004
2682	90	18942
20202	120	17868
5807	71	2111
15219	33	24275
17020	23	26827
18788	70	13249
24735	36	11195
12794	117	5163
9372	53	5970
11399	72	7653
26035	36	17880
17171	33	24275
26896	120	2111
17503	16	11124
11029	5	6548
7421	33	11202
22535	70	16823
26402	33	24275
19306	15	14000
21829	131	12456
2009	95	21366
25842	28	22395
6748	39	24208
12887	61	27775
3226	102	26827
3853	23	5855
18849	45	2007
9708	62	24430
18331	102	7098
601	120	2111
11691	35	17996
18829	131	1186
260	58	21268
19395	39	24208
8039	103	3709
14079	5	20004
10667	62	20505
19472	39	24208
26642	20	3709
19792	93	24502
6225	62	22965
27357	109	4418
16586	30	21366
2494	109	26871
12414	118	17880
12709	118	3464
18570	53	1574
20022	85	16893
24687	7	4842
22174	33	24275
24252	5	9521
1738	27	4152
19533	61	27775
10243	115	22468
12692	53	7678
8657	115	22468
23164	70	16335
1541	39	24208
18595	3	9415
26209	45	12269
24087	53	11993
8282	20	3709
9689	112	12250
27241	70	5430
4518	117	5163
26850	48	4184
19222	25	2670
12593	7	23577
13536	4	18767
20873	23	5855
1118	111	16653
26955	74	18823
2960	27	7764
20672	16	11124
8902	66	2195
26292	5	9521
9862	106	24185
7810	131	6002
24649	5	6548
12984	33	24275
27889	120	2111
13036	70	16335
6308	7	24375
22653	33	24275
14001	93	24502
7655	85	23029
22041	3	1233
1994	133	1559
24541	115	22468
15301	120	2111
10241	7	7380
1390	93	21023
4228	120	2111
18739	95	25913
23107	70	22451
26439	28	22596
24674	115	22468
21683	118	3464
4007	33	24275
15266	33	8602
107	70	13394
3877	5	6548
13271	11	22468
12855	58	2111
18262	62	19303
27884	39	24208
3661	33	24275
19177	16	11124
26009	62	11531
7676	80	173
27231	39	12827
26214	70	7367
5142	115	22468
23507	33	24275
5665	70	16823
16294	120	2111
19325	23	2111
12893	3	7567
2935	5	19835
17376	124	22718
210	70	27775
1465	70	21317
5019	53	26994
7561	53	8002
9665	120	2111
5326	16	11124
15025	35	17996
14473	115	22468
23822	70	27775
17093	62	25328
26492	115	22468
12820	108	17247
14203	70	21973
17037	23	2111
6922	62	15672
20089	124	5183
19301	72	13307
23264	119	10246
19200	4	18767
27223	2	21917
27717	62	15672
27802	85	11214
11587	16	11124
26263	6	14953
10154	82	14932
18665	70	27775
15099	71	2111
9732	119	23012
10901	93	24502
15312	85	16893
2971	120	2111
14875	28	11265
4662	70	7367
16937	118	3464
2671	25	27044
19038	114	252
21664	53	5970
13151	115	22468
14559	62	10229
610	25	2526
17141	33	24275
1979	131	22126
3020	119	15302
15385	119	23012
2731	108	17247
10128	36	4184
1936	77	1943
6707	124	15672
22829	116	14813
25395	16	11124
5792	16	11124
14016	53	2412
24978	5	20004
17078	46	8024
3809	39	24208
27878	23	26827
9436	117	19005
21820	107	13620
24796	4	18767
16098	62	11962
11967	6	14953
4014	83	5163
24336	23	19709
8904	115	22468
15966	70	7367
12842	115	22468
10241	121	24232
8342	106	24185
21054	120	2111
20136	115	22468
2786	119	23012
6374	3	10572
16821	72	13307
16776	109	26871
27791	118	2515
3144	109	26871
4858	95	7678
9604	120	2111
905	53	21366
19528	124	5183
13901	115	22468
6185	119	23012
5819	33	17785
24272	124	8198
4286	129	9326
7555	33	24275
17590	6	6682
11223	25	14330
20090	133	2412
24889	106	24185
26288	27	8782
14776	39	24208
24464	33	24275
23628	7	24375
5946	77	13789
3222	61	27775
311	115	22468
18237	23	5855
24020	25	27044
921	70	7367
12425	33	24275
19628	70	7367
217	71	2111
16831	62	20640
4216	120	2111
19534	119	221
12430	28	15196
13851	46	14334
24224	39	24208
18457	118	3464
10671	107	3281
5818	49	16893
10502	3	11214
22165	58	2848
27652	48	93
8944	53	21366
25412	12	9521
11374	76	22468
411	3	553
10519	7	24375
5456	4	18767
21104	66	5047
13469	33	24275
21774	33	24275
10038	108	3986
25322	83	5163
12877	95	6833
6230	95	19004
25003	116	23845
20155	93	24502
3361	64	2217
27750	70	7367
17354	118	3464
22796	53	21366
2530	62	5800
2420	33	24275
7708	124	2393
17128	62	13868
394	5	6548
8095	70	27775
9388	25	101
20365	83	5163
9948	70	26886
24946	53	26994
8582	3	11224
25037	62	2393
14621	15	16447
13646	124	2393
24622	70	15479
6477	93	24502
1787	115	22468
19234	7	24375
24201	62	15672
19246	2	23982
18851	16	11124
5465	45	8139
16001	2	20541
2330	62	15881
23717	16	11124
13816	119	23012
6319	39	22587
20572	7	24375
9022	13	14884
19812	78	19811
3918	70	5930
12619	119	15302
10513	107	13620
22291	109	25644
15128	66	12413
22922	50	18528
22407	23	2111
14768	33	24275
18021	95	8584
27518	49	15249
8797	53	2846
21742	25	1367
8582	27	132
24884	5	19835
8178	70	7367
12530	84	21100
13798	120	2111
18517	53	12362
6045	95	8906
23001	27	7764
9372	27	12925
3185	2	13044
1507	36	26410
12504	36	17880
27539	124	2393
175	16	11124
10424	78	5998
26650	115	22468
9618	108	611
6799	16	11124
6013	102	5855
18787	46	8991
18157	27	12925
15025	13	6307
8695	102	26827
25863	115	22468
9871	3	11214
6628	7	4842
25878	93	26716
10263	71	18672
5738	115	22468
26720	5	11124
27343	70	26827
12324	111	18656
16227	124	2393
7480	3	15249
19508	116	14813
25278	102	7098
14728	115	22468
25489	85	15249
25937	103	3709
18438	103	3709
22796	5	6548
6756	95	1147
17688	5	9521
19976	45	8832
24617	61	11541
20610	90	11412
16177	62	15672
3384	53	8002
8764	93	26716
13424	24	26871
20085	23	5855
25550	70	1227
16242	129	12456
17882	53	2412
19098	107	26390
8537	115	22468
18973	120	2111
1646	103	3709
11617	95	11195
10711	120	2111
1533	53	22554
24478	33	24275
4154	119	26906
19653	39	8593
16995	124	16025
10576	70	26827
7153	30	21366
20412	33	24275
25826	25	20969
15316	16	22147
25176	128	13667
26389	27	12925
14522	15	16447
1727	39	24208
17114	131	22126
13749	131	25786
10635	93	21023
7272	70	7367
4605	33	24275
995	4	18767
8874	70	12765
7462	124	25328
16776	25	101
14086	70	12765
21565	70	27775
14422	93	24502
22041	16	11124
2559	7	24375
4029	121	24232
7451	83	8887
23479	35	17996
17264	33	24275
6474	16	18648
12694	3	15249
18702	16	11124
24523	45	21556
25561	118	3464
20725	5	18594
8113	120	2111
22252	25	7573
6984	61	16535
11489	115	22468
2229	70	27775
25362	95	18647
24545	129	26827
26268	117	5163
25996	118	12456
13661	115	22468
8794	3	11214
26543	95	1147
2794	77	1943
7725	61	16535
7160	30	23625
334	58	2111
2992	27	3328
24824	53	15303
24562	83	5163
12816	131	12456
16620	28	18255
1039	102	2111
2117	16	11124
27386	25	6872
8964	33	24275
8382	27	12925
11752	85	15249
7807	3	15249
7039	70	15706
27098	5	6548
2142	5	9521
3395	4	19428
20180	77	491
25676	15	16447
19486	40	11541
13200	85	16893
15245	115	22468
20623	70	21973
2871	5	19835
25971	36	9444
27518	83	1421
22645	70	10888
20889	39	24208
9239	48	4184
9040	33	24275
446	53	11993
9765	93	24502
18143	16	11124
6070	33	24275
15896	39	23370
24057	115	22468
849	36	12456
16927	6	13394
25627	39	24208
18271	71	24059
5148	85	16893
2025	107	26390
15770	93	21023
9262	37	8593
17431	39	12827
17024	70	22451
27703	95	14350
18636	95	11993
26508	124	23311
22683	3	16893
20971	120	2111
23167	107	13620
21123	120	2111
16362	5	9521
3522	89	11546
9899	62	15881
14355	70	27775
7497	109	26871
21122	5	19835
9504	30	13667
24150	16	15882
14896	39	12827
21119	70	21113
27502	7	25413
25744	115	22468
16680	15	803
22327	115	22468
5239	93	21023
15607	27	19990
2101	3	13735
26895	37	12827
11459	120	2111
9629	85	23029
8130	25	1367
6687	51	20747
4009	62	15672
4864	95	4581
22292	20	7477
17018	83	7572
5455	135	22468
16833	129	12456
23050	102	5855
20870	33	22942
10417	7	24375
6158	88	4113
11353	102	5855
18981	106	24185
19359	70	16823
20647	4	18767
25099	116	23845
5937	36	3464
23750	5	6548
6852	3	11214
22179	33	24275
26299	3	15249
17129	33	22942
9993	5	6548
18652	25	27044
21407	16	11124
16967	49	15249
26404	124	22718
8568	61	17970
22620	3	12071
27581	118	12456
11905	114	20161
16993	124	2393
3034	20	3709
2302	70	21113
10132	61	27775
6429	129	14170
20145	103	3709
14874	4	18767
18437	106	24185
20767	124	11531
8517	95	10468
22785	119	23012
13438	16	11124
8125	103	3709
23873	16	7292
24503	117	5163
24646	25	27044
2309	36	4184
7732	61	16823
9799	36	4184
10626	12	6548
15575	115	22468
6766	118	3464
6637	5	9521
16272	11	22468
20886	5	6548
5771	120	2111
2216	53	10429
4498	118	12327
2281	85	16893
20224	3	16893
4544	16	11124
1409	5	9521
10227	16	11124
17414	109	6153
17254	53	1559
25270	18	3709
24404	25	101
10535	45	14985
113	7	24311
15408	16	11124
27322	71	2111
4336	85	15249
6968	61	27775
17709	120	2111
12922	120	2111
14728	25	5197
26072	33	17785
5845	124	2393
10525	135	22468
23393	53	8002
6358	48	22843
7782	70	7367
22607	25	101
25124	39	12827
9883	70	22451
1075	118	26516
15485	19	25221
9290	25	101
20745	33	17785
22257	53	21366
18307	70	16335
27064	62	18090
21228	16	11124
15713	120	17868
19139	85	16893
10272	95	1147
2551	51	12437
22086	25	1367
18435	118	3464
10114	61	27775
7164	118	2554
12220	102	2111
7691	5	11124
12164	120	12461
2458	16	11124
7474	93	24502
4613	118	5998
4171	119	23012
22637	53	7678
176	36	2846
8953	93	24502
21583	33	24275
2190	117	5163
17544	36	12561
6905	23	27654
5772	115	22468
17303	53	21366
16048	121	24232
26155	5	6548
20630	19	25127
18051	36	22126
9386	36	12456
22594	131	12456
5203	39	12827
13622	7	25413
23640	61	27775
27629	120	17868
899	39	12827
18176	25	9775
178	95	7678
11696	3	15249
7581	12	11124
18260	70	27775
14947	131	12456
3512	93	24502
7057	127	24932
24376	111	1700
12633	124	10229
9262	134	17980
7101	70	1176
22825	70	14953
4806	16	11124
10940	129	19811
3446	35	17996
15761	129	4120
20144	85	16893
13463	93	26716
10530	16	11124
2529	58	2111
13317	16	11124
6637	2	6406
14906	36	397
22209	36	9326
7650	66	13217
3831	3	15249
11222	31	21268
1858	95	9381
23253	93	24502
18277	53	11993
2396	115	22468
4959	124	10965
312	48	4184
5424	13	8553
16172	27	12925
20669	39	24208
20046	3	15249
14679	133	4477
27889	33	24275
7785	120	12461
11699	25	20428
10392	23	13996
19009	82	13358
22724	115	22468
20246	28	8111
4237	62	2393
9113	31	18234
3286	129	1730
1540	31	21268
18667	25	8866
2344	115	22468
14952	115	22468
4129	53	21366
13467	39	12827
23850	58	21268
17480	48	4184
7543	116	23845
13949	61	13067
15500	115	22468
23008	48	4184
22993	115	22468
8387	95	19004
8730	62	8198
1880	33	24275
17267	37	12827
22068	35	17996
8945	95	8584
15664	33	22942
16551	119	20350
12788	119	23012
5378	23	26827
10322	62	23787
22883	102	18120
